VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	MARIEVILLE	ST HYACINTHE 2	IBERVILLE	FARNHAM	SABREVOIS	STE MADELEINE	FLEURY	ST GUILLAUME	STE MARTINE	GRANBY	ST NAZAIRE	DRUMMONDVILLE	PHILIPSBURG	ST BERNARD DE LACOLLE	RICHMOND
Total Precip (mm)	2006	3	9	4	3.78	8.9	8.8	10.8	7.0		6.4									
Total Precip (mm)	2006	3	10	4	3.78	4.4	5.6	4.0	6.4		2.2									
Total Precip (mm)	2006	3	11	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	12	4	3.78	4.3	4.8	4.4	5.0		3.0									
Total Precip (mm)	2006	3	13	4	3.78	12.0	12.4	12.8	15.8		6.2									
Total Precip (mm)	2006	3	14	4	3.78	0.3	1.0	0.0	0.0		1.0									
Total Precip (mm)	2006	3	15	4	3.78	1.1	1.0	1.6	1.0		0.0									
Total Precip (mm)	2006	3	16	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	17	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	18	4	3.78	0.5	0.0	1.0	0.0		0.0									
Total Precip (mm)	2006	3	19	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	20	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	21	4	3.78	0.4	0.0	0.8	0.0		0.0									
Total Precip (mm)	2006	3	22	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	23	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	24	4	4.12	1.0	0.0		3.2		0.0				0.0					
Total Precip (mm)	2006	3	25	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2006	3	26	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	27	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	28	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	29	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	30	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	3	31	4	3.78	2.6	1.6	3.8	2.8		0.0									
Total Precip (mm)	2006	4	1	4	3.78	6.9	5.0	7.2	9.0		6.6									
Total Precip (mm)	2006	4	2	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	3	4	3.78	10.1	11.2	12.6	6.4		5.8									
Total Precip (mm)	2006	4	4	4	4.12	22.0	23.8		25.0		19.2				24.6					
Total Precip (mm)	2006	4	5	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	6	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	7	4	3.78	5.1	6.8	3.8	7.0		5.8									
Total Precip (mm)	2006	4	8	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	9	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	10	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	11	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	12	4	3.78	0.5	0.8	0.0	1.0		1.0									
Total Precip (mm)	2006	4	13	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	14	4	3.78	6.6	6.4	8.6	1.2		7.4									
Total Precip (mm)	2006	4	15	4	3.78	3.9	6.4	0.0	11.8		5.6									
Total Precip (mm)	2006	4	16	4	3.78	0.2	0.0	0.0	1.2		0.0									
Total Precip (mm)	2006	4	17	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	4	18	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2006	7	4	4	3.78	10.7	3.4	10.6	18.6		12.6									
Total Precip (mm)	2006	7	15	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2006	8	27	4	3.78	23.4	27.6	25.2	24.8		13.8									
Total Precip (mm)	2006	12	29	4	3.78	2.2	0.0	3.4	3.0		0.0									
Total Precip (mm)	2007	2	8	4	3.78	0.1	0.6	0.0	0.0		0.0									
Total Precip (mm)	2007	2	9	4	3.78	0.1	0.4	0.0	0.0		0.0									
Total Precip (mm)	2007	2	10	4	3.78	1.1	0.0	2.0	1.0		0.0									
Total Precip (mm)	2007	8	24	4	3.78	6.0	7.0	6.4	5.8		4.8									
Total Precip (mm)	2007	9	22	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2007	11	21	4	3.83	10.9		12.4	14.8		5.4				14.3					
Total Precip (mm)	2007	11	22	4	3.78	10.9	1.8	11.4	15.0		17.4									
Total Precip (mm)	2007	11	23	4	3.78	1.0	0.0	0.0	6.0		0.0									
Total Precip (mm)	2007	11	24	4	4.12	0.3	0.0		0.0		1.0				0.2					
Total Precip (mm)	2007	11	25	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2007	11	26	4	3.78	13.3	15.8	15.2	11.0		8.0									
Total Precip (mm)	2007	11	27	4	3.78	0.4	0.6	0.0	2.0		0.0									
Total Precip (mm)	2007	11	28	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2007	11	29	4	3.78	2.7	2.4	3.8	1.2		1.2									
Total Precip (mm)	2007	12	23	4	3.78	5.2	5.8	4.8	9.0		2.4									
Total Precip (mm)	2008	1	29	4	3.78	8.6	7.8	8.0	12.4		8.6									
Total Precip (mm)	2008	1	30	4	3.78	3.5	4.8	0.0	6.4		10.6									
Total Precip (mm)	2008	2	8	4	3.78	0.2	0.0	0.0	1.0		0.0									
Total Precip (mm)	2008	2	9	4	3.78	4.0	3.0	4.4	5.0		3.0									
Total Precip (mm)	2008	2	10	4	3.78	0.2	0.0	0.0	1.0		0.0									
Total Precip (mm)	2008	3	18	4	3.78	2.7	1.0	3.0	2.0		5.0									
Total Precip (mm)	2008	3	19	4	3.78	9.6	12.0	9.4	10.0		8.4									
Total Precip (mm)	2008	4	4	4	3.78	17.4	18.4	18.2	15.6		17.8									
Total Precip (mm)	2008	4	5	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2008	4	6	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2008	4	7	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2008	4	8	4	3.78	0.1	0.0	0.0	0.0		0.6									
Total Precip (mm)	2008	4	9	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2008	4	10	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2008	6	14	4	3.78	2.8	0.0	1.0	9.6		4.6									
Total Precip (mm)	2008	6	15	4	3.78	10.1	14.2	14.6	1.6		1.0									
Total Precip (mm)	2008	8	1	4	3.78	0.6	0.0	0.0	1.0		2.8									
Total Precip (mm)	2008	8	2	4	3.78	35.4	64.4	35.8	8.2		34.6									
Total Precip (mm)	2008	8	10	4	3.78	3.2	5.0	0.0	10.2		4.0									
Total Precip (mm)	2009	1	23	4	3.78	0.4	2.0	0.0	0.0		0.0									
Total Precip (mm)	2009	1	24	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2009	1	25	4	3.78	0.4	0.6	0.0	2.0		0.0									
Total Precip (mm)	2009	1	29	4	3.78	0.1	0.0	0.0	0.0		1.0									
Total Precip (mm)	2009	1	30	4	3.78	3.0	0.0	3.0	8.0		1.0									
Total Precip (mm)	2009	1	31	4	3.78	0.3	0.6	0.0	0.0		1.0									
Total Precip (mm)	2009	2	1	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2009	2	2	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2009	2	3	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2009	2	4	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2009	2	5	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2009	5	30	4	3.78	2.7	7.8	0.0	4.4		4.0									
Total Precip (mm)	2009	5	31	4	3.78	0.9	0.4	1.2	1.6		0.0									
Total Precip (mm)	2009	6	18	4	3.78	11.6	9.8	11.2	10.1		18.4									
Total Precip (mm)	2009	12	4	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2009	12	5	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2009	12	6	4	3.78	0.8	0.0	1.0	2.0		0.0									
Total Precip (mm)	2009	12	7	4	3.78	2.7	2.0	3.2	3.5		1.0									
Total Precip (mm)	2009	12	8	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2009	12	9	4	3.83	11.8		11.2	11.0		15.0				13.8					
Total Precip (mm)	2009	12	10	4	3.78	0.3	0.0	0.0	2.0		0.0									
Total Precip (mm)	2009	12	11	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2010	1	7	4	3.78	0.2	0.0	0.0	1.0		0.0									
Total Precip (mm)	2010	1	8	4	3.78	0.3	0.0	0.0	2.0		0.0									
Total Precip (mm)	2010	1	11	4	3.78	0.2	0.0	0.0	1.0		0.0									
Total Precip (mm)	2010	5	1	4	3.78	0.3	0.0	0.0	1.0		0.8									
Total Precip (mm)	2010	9	24	4	3.78	2.3	6.0	0.0	7.0		0.0									
Total Precip (mm)	2010	11	15	4	3.78	0.2	0.0	0.0	1.2		0.0									
Total Precip (mm)	2010	11	20	4	3.83	0.2		0.0	0.0		1.0				0.0					
Total Precip (mm)	2010	11	21	4	3.83	2.2		0.0	2.2		7.2				3.2					
Total Precip (mm)	2010	11	22	4	4.19	10.0			7.8	20.0	6.4				4.6					
Total Precip (mm)	2010	11	23	4	4.19	3.7			3.6	0.0	6.6				4.4					
Total Precip (mm)	2010	11	24	4	3.83	0.0		0.0	0.0		0.0				0.0					
Total Precip (mm)	2010	11	25	4	3.83	1.8		2.0	1.8		1.4				2.0					
Total Precip (mm)	2010	11	26	4	4.19	3.1			2.0	3.0	4.2				3.5					
Total Precip (mm)	2010	11	27	4	3.83	1.0		0.0	3.0		1.0				4.2					
Total Precip (mm)	2011	1	17	4	4.25	0.0			0.0		0.0	0.0			0.0					
Total Precip (mm)	2011	1	18	4	4.25	7.2			10.0		6.3	4.5			6.8					
Total Precip (mm)	2011	1	19	4	3.83	2.2		2.0	3.0		2.6				2.2					
Total Precip (mm)	2011	1	20	4	3.83	2.1		2.0	4.0		1.6				2.0					
Total Precip (mm)	2011	1	21	4	3.83	0.6		0.0	1.0		0.6				4.4					
Total Precip (mm)	2011	1	22	4	3.83	0.0		0.0	0.0		0.0				0.4					
Total Precip (mm)	2011	3	6	4	3.83	32.7		34.8	40.2		26.0				39.0					
Total Precip (mm)	2011	6	12	4	3.83	6.9		0.0	5.9		25.6				4.6					
Total Precip (mm)	2011	8	19	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2011	8	20	4	4.12	5.1	9.0		2.0		6.6				1.4					
Total Precip (mm)	2011	8	21	4	3.78	21.0	16.0	23.0	27.0		16.4									
Total Precip (mm)	2011	8	22	4	3.78	0.4	1.2	0.0	0.0		1.4									
Total Precip (mm)	2011	8	23	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2011	8	24	4	4.12	0.0	0.0		0.0		0.0				0.4					
Total Precip (mm)	2011	8	25	4	3.78	12.2	4.4	13.4	17.4		13.6									
Total Precip (mm)	2011	8	26	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2011	8	27	4	4.12	0.1	0.0		0.0		0.0				1.0					
Total Precip (mm)	2011	8	28	4	3.78	104.1	125.7	108.4	89.4		94.6									
Total Precip (mm)	2011	8	29	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2011	8	30	4	4.12	0.2	0.0		0.6		0.0				0.0					
Total Precip (mm)	2011	8	31	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2011	9	1	4	4.12	0.6	0.8		0.0		0.0				3.8					
Total Precip (mm)	2011	9	2	4	4.12	0.2	0.0		0.0		0.8				0.0					
Total Precip (mm)	2011	9	3	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2011	9	4	4	3.78	29.8	41.5	26.6	29.6		30.7									
Total Precip (mm)	2011	9	5	4	3.78	22.2	25.1	20.2	35.6		13.0									
Total Precip (mm)	2011	9	6	4	3.78	1.2	0.0	2.2	0.8		0.0									
Total Precip (mm)	2011	9	7	4	3.78	0.9	0.0	0.0	5.2		0.0									
Total Precip (mm)	2011	9	8	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2011	12	9	4	3.78	1.9	1.4	0.0	8.0		2.0									
Total Precip (mm)	2012	1	28	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	1	29	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	1	30	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	1	31	4	3.78	9.4	9.6	10.8	5.0		11.2									
Total Precip (mm)	2012	2	1	4	3.78	1.3	1.2	0.4	3.6		1.8									
Total Precip (mm)	2012	2	2	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	2	3	4	4.12	3.3	4.6		2.5		2.0				7.0					
Total Precip (mm)	2012	3	4	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	4	11	4	3.78	0.2	0.0	0.0	1.0		0.0									
Total Precip (mm)	2012	4	12	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	5	18	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	5	19	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2012	5	20	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	5	21	4	3.78	3.4	1.8	4.0	1.0		7.0									
Total Precip (mm)	2012	8	18	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	8	19	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	8	20	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2012	8	21	4	3.78	0.0	0.2	0.0	0.0		0.0									
Total Precip (mm)	2012	8	22	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	8	23	4	3.78	0.2	0.4	0.0	1.0		0.0									
Total Precip (mm)	2012	8	24	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2012	8	25	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2012	10	14	4	3.78	7.5	7.8	8.0	5.5		8.6									
Total Precip (mm)	2012	11	24	4	3.78	0.2	0.4	0.0	1.0		0.0									
Total Precip (mm)	2013	1	20	4	3.8	0.6	1.0	0.0			3.0				0.0					
Total Precip (mm)	2013	1	27	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2013	1	28	4	4.12	2.0	1.5		3.0		2.0				1.6					
Total Precip (mm)	2013	1	29	4	3.78	1.6	3.2	0.0	3.0		3.8									
Total Precip (mm)	2013	1	30	4	4.12	12.7	13.6		12.4		14.4				12.0					
Total Precip (mm)	2013	2	10	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	2	11	4	4.11	7.4	5.8		10.8	6.8	6.6									
Total Precip (mm)	2013	2	12	4	4.12	0.5	0.2		1.0		0.0				1.0					
Total Precip (mm)	2013	2	13	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	2	14	4	4.12	2.6	4.0		2.0		2.0				3.0					
Total Precip (mm)	2013	2	15	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	2	16	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	2	17	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	2	18	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	2	19	4	4.12	5.7	5.5		5.0		5.5				11.0					
Total Precip (mm)	2013	3	2	4	3.78	4.3	5.0	4.0	5.5		3.6									
Total Precip (mm)	2013	3	3	4	3.78	0.8	1.7	0.0	1.5		2.0									
Total Precip (mm)	2013	5	30	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	5	31	4	4.12	0.5	0.0		0.0		0.0				4.9					
Total Precip (mm)	2013	6	8	4	4.12	2.0	2.8		2.1		1.2				2.4					
Total Precip (mm)	2013	6	19	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	6	20	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	7	7	4	4.12	16.3	4.8		34.4		4.2				33.0					
Total Precip (mm)	2013	7	8	4	4.12	0.0	0.0		0.0		0.0				0.4					
Total Precip (mm)	2013	7	16	4	4.19	0.0			0.0	0.0	0.0				0.0					
Total Precip (mm)	2013	8	15	4	3.78	0.1	0.0	0.2	0.0		0.0									
Total Precip (mm)	2013	8	16	4	4.12	1.3	1.1		1.4		1.8				0.8					
Total Precip (mm)	2013	10	12	4	4.12	0.0	0.0		0.0		0.0				0.0					
Total Precip (mm)	2013	10	13	4	3.8	2.3	2.0	1.4			4.0				5.2					
Total Precip (mm)	2013	10	21	4	3.78	1.3	0.8	1.2	2.0		1.8									
Total Precip (mm)	2013	10	22	4	3.78	3.0	1.8	3.8	3.5		1.3									
Total Precip (mm)	2013	10	30	4	3.78	0.0	0.0	0.0	0.0		0.0									
Total Precip (mm)	2013	11	27	4	3.78	6.6	6.4	4.2	16.0		4.8									
Total Precip (mm)	2013	12	21	4	3.8	14.6	36.8	0.0	12.5	37.6										
